0	2020	372.275
0	2025	412.58
0	2030	452.586
0	2035	495.886
0	2040	539.025
0	2045	590.922
0	2050	647.858
0	2055	706.635
0	2060	761.512
0	2065	813.874
0	2070	878.446
0	2075	945.675
0	2080	1024.25
0	2085	1110.12
0	2090	1188.4
0	2095	1273.24
0	2100	1364.31
0	2105	1461.06
0	2110	1552.72
0	2115	1595.37
0	2120	1632.01
0	2125	1727.33
0	2130	1832.13
0	2135	1871.41
0	2140	1976.92
0	2145	2126.51
0	2150	2325.69
0	2155	2547.12
0	2160	2672.7
0	2165	2709.63
0	2170	2661.46
0	2175	2766.47
0	2180	2863.36
0	2185	2948.42
0	2190	2961.45
0	2195	2966.96
0	2200	2960.31
0	2205	2956.74
0	2210	3112.22
0	2215	3304.46
0	2220	3422.99
0	2225	3437.82
0	2230	3498.84
0	2235	3487.2
0	2240	3419.52
0	2245	3339.57
0	2250	3301.29
0	2255	3394.54
0	2260	3220.19
0	2265	3050.13
0	2270	3013
0	2275	3061.84
0	2280	3028.16
0	2285	2947.21
0	2290	2808.71
0	2295	2743.91
0	2300	2877.62
0	2305	3098.08
0	2310	3202.91
0	2315	3204.88
0	2320	3091.68
0	2325	3053.73
0	2330	3271.8
0	2335	3546.75
0	2340	3671.08
0	2345	3585.64
0	2350	3715.16
0	2355	3727.05
0	2360	3904.21
0	2365	4088.45
0	2370	4102.27
0	2375	4126.04
0	2380	4248.16
0	2385	4397.93
0	2390	4063.69
0	2395	3667.23
0	2400	3345.21
0	2405	3131.15
0	2410	3220.96
0	2415	3538.31
0	2420	4295.28
0	2425	4838.84
0	2430	5070.87
0	2435	5401.16
0	2440	5234.24
0	2445	4978.5
0	2450	4573.06
0	2455	4249.57
0	2460	4212.07
0	2465	4185.89
0	2470	4010.74
0	2475	3899.26
0	2480	3525.89
0	2485	2875.03
0	2490	2323.36
0	2495	1730.01
0	2500	1065.18
0	2505	452.44
0	2510	0
1	2020	416.803
1	2025	433.736
1	2030	454.022
1	2035	476.509
1	2040	505.049
1	2045	536.33
1	2050	570.108
1	2055	606.286
1	2060	645.166
1	2065	683.987
1	2070	718.773
1	2075	745.436
1	2080	762.017
1	2085	804.984
1	2090	915.024
1	2095	899.56
1	2100	819.145
1	2105	639.281
1	2110	310.519
1	2115	-12.8101
1	2120	-14.77
1	2125	-17.2251
1	2130	-19.9221
1	2135	-23.3514
1	2140	-27.679
1	2145	-32.4806
1	2150	-38.5648
1	2155	-45.7252
1	2160	-54.3083
1	2165	-64.8264
1	2170	-77.0991
1	2175	-91.1368
1	2180	-107.628
1	2185	-127.258
1	2190	-150.47
1	2195	-177.76
1	2200	-209.801
1	2205	-246.86
1	2210	-289.313
1	2215	-338.43
1	2220	-394.832
1	2225	-459.905
1	2230	-534.332
1	2235	-618.58
1	2240	-713.848
1	2245	-822.156
1	2250	-939.673
1	2255	-1046.45
1	2260	-1005.51
1	2265	-138.287
1	2270	64.4098
1	2275	67.8514
1	2280	72.5442
1	2285	77.8465
1	2290	80.0039
1	2295	81.5375
1	2300	86.5648
1	2305	88.7318
1	2310	94.4067
1	2315	96.7029
1	2320	101.395
1	2325	106.408
1	2330	112.239
1	2335	117.713
1	2340	120.712
1	2345	122.725
1	2350	124.295
1	2355	126.171
1	2360	129.016
1	2365	130.332
1	2370	131.684
1	2375	130.373
1	2380	128.751
1	2385	126.847
1	2390	125.043
1	2395	124.942
1	2400	124.137
1	2405	122.123
1	2410	120.412
1	2415	118.682
1	2420	115.663
1	2425	112.034
1	2430	107.499
1	2435	103.02
1	2440	98.2563
1	2445	93.5537
1	2450	89.0866
1	2455	83.8121
1	2460	77.3576
1	2465	72.2275
1	2470	66.4108
1	2475	59.6196
1	2480	51.9876
1	2485	43.9905
1	2490	35.6399
1	2495	27.084
1	2500	17.7005
1	2505	8.05974
1	2510	0
2	2020	234.591
2	2025	261.36
2	2030	286.238
2	2035	311.585
2	2040	334.729
2	2045	359.669
2	2050	379.138
2	2055	395.944
2	2060	412.413
2	2065	428.198
2	2070	447.031
2	2075	469.618
2	2080	487.056
2	2085	507.76
2	2090	529.46
2	2095	553.093
2	2100	589.349
2	2105	625.558
2	2110	661.407
2	2115	696.52
2	2120	729.304
2	2125	749.056
2	2130	774.286
2	2135	798.847
2	2140	831.948
2	2145	888.723
2	2150	927.656
2	2155	950.117
2	2160	973.025
2	2165	1007.88
2	2170	1063.84
2	2175	1077.46
2	2180	1058.3
2	2185	1063.31
2	2190	1087.73
2	2195	1098.15
2	2200	1137.75
2	2205	1181.34
2	2210	1174.11
2	2215	1190.37
2	2220	1203.58
2	2225	1187.97
2	2230	1182.08
2	2235	1182.49
2	2240	1248.98
2	2245	1314.78
2	2250	1337.42
2	2255	1387.28
2	2260	1407.97
2	2265	1416.11
2	2270	1433.82
2	2275	1474.27
2	2280	1497.06
2	2285	1543.71
2	2290	1587.68
2	2295	1604.41
2	2300	1636.48
2	2305	1607.24
2	2310	1596.26
2	2315	1557.21
2	2320	1521.8
2	2325	1601
2	2330	1654.65
2	2335	1658.94
2	2340	1598.67
2	2345	1599.48
2	2350	1641.55
2	2355	1713.98
2	2360	1685.52
2	2365	1753.03
2	2370	1798.39
2	2375	1864.97
2	2380	1865.61
2	2385	1918.82
2	2390	1902.4
2	2395	1855.9
2	2400	1828.97
2	2405	1770.1
2	2410	1747.13
2	2415	1717.48
2	2420	1699.64
2	2425	1669.01
2	2430	1656.54
2	2435	1600.02
2	2440	1556.02
2	2445	1495.54
2	2450	1420.03
2	2455	1319.96
2	2460	1235.77
2	2465	1132.13
2	2470	1086.64
2	2475	1005.32
2	2480	914.117
2	2485	828.605
2	2490	708.389
2	2495	532.6
2	2500	332.362
2	2505	129.843
2	2510	0
3	2020	589.609
3	2025	619.09
3	2030	652.396
3	2035	698.65
3	2040	748.906
3	2045	800.655
3	2050	851.18
3	2055	901.945
3	2060	952.62
3	2065	999.172
3	2070	1020.61
3	2075	1005.3
3	2080	937.771
3	2085	776.721
3	2090	493.085
3	2095	222.996
3	2100	270.728
3	2105	329.031
3	2110	400.353
3	2115	487.654
3	2120	596.829
3	2125	729.673
3	2130	852.574
3	2135	688.302
3	2140	43.249
3	2145	46.6228
3	2150	49.9727
3	2155	53.1357
3	2160	56.8644
3	2165	60.7094
3	2170	63.9302
3	2175	66.674
3	2180	69.9752
3	2185	73.1938
3	2190	76.5621
3	2195	80.1225
3	2200	84.1493
3	2205	88.3035
3	2210	92.2149
3	2215	96.2756
3	2220	99.003
3	2225	99.6628
3	2230	103.554
3	2235	107.301
3	2240	109.698
3	2245	108.995
3	2250	106.751
3	2255	105.773
3	2260	106.962
3	2265	106.209
3	2270	107.257
3	2275	109.047
3	2280	109.747
3	2285	109.789
3	2290	109.194
3	2295	107.872
3	2300	106.504
3	2305	104.084
3	2310	100.568
3	2315	97.4559
3	2320	94.286
3	2325	90.5842
3	2330	87.625
3	2335	84.812
3	2340	82.1181
3	2345	80.463
3	2350	81.0078
3	2355	79.3968
3	2360	76.6956
3	2365	74.2676
3	2370	75.0238
3	2375	73.1239
3	2380	70.8644
3	2385	68.0519
3	2390	63.2946
3	2395	59.9211
3	2400	58.9939
3	2405	60.6068
3	2410	60.2411
3	2415	58.0389
3	2420	57.4809
3	2425	59.5932
3	2430	63.6876
3	2435	61.4489
3	2440	55.2335
3	2445	46.8316
3	2450	46.7846
3	2455	48.7738
3	2460	43.9178
3	2465	40.2735
3	2470	36.7385
3	2475	32.9606
3	2480	29.4731
3	2485	23.9312
3	2490	21.7056
3	2495	16.644
3	2500	10.155
3	2505	4.44059
3	2510	0
4	2020	119.723
4	2025	117.795
4	2030	116.968
4	2035	117.949
4	2040	121.586
4	2045	127.934
4	2050	133.49
4	2055	138.887
4	2060	143.555
4	2065	147.756
4	2070	152.457
4	2075	157.15
4	2080	160.135
4	2085	162.126
4	2090	162.988
4	2095	158.892
4	2100	151.564
4	2105	151.014
4	2110	167.69
4	2115	152.834
4	2120	149.097
4	2125	184.724
4	2130	225.856
4	2135	261.372
4	2140	272.631
4	2145	284.476
4	2150	294.221
4	2155	300.899
4	2160	304.688
4	2165	301.232
4	2170	284.703
4	2175	249.592
4	2180	193.235
4	2185	153.186
4	2190	192.486
4	2195	195.949
4	2200	141.558
4	2205	188.238
4	2210	236.763
4	2215	242.296
4	2220	167.342
4	2225	145.471
4	2230	32.4611
4	2235	60.8358
4	2240	94.8018
4	2245	134.404
4	2250	182.604
4	2255	241.183
4	2260	312.794
4	2265	399.339
4	2270	495.124
4	2275	557.619
4	2280	511.454
4	2285	428.963
4	2290	300.426
4	2295	187.392
4	2300	149.018
4	2305	-16.0821
4	2310	6.04731
4	2315	31.8298
4	2320	62.1163
4	2325	97.5831
4	2330	140.511
4	2335	191.722
4	2340	253.299
4	2345	327.664
4	2350	415.1
4	2355	513.056
4	2360	569.201
4	2365	542.042
4	2370	591.815
4	2375	498.3
4	2380	442.607
4	2385	544.597
4	2390	589.358
4	2395	446.345
4	2400	220.847
4	2405	56.0802
4	2410	86.3665
4	2415	123.934
4	2420	169.77
4	2425	224.406
4	2430	289.049
4	2435	355.153
4	2440	335.527
4	2445	170.971
4	2450	209.575
4	2455	157.98
4	2460	-47.6395
4	2465	-45.9177
4	2470	-44.3269
4	2475	-41.3598
4	2480	-37.0119
4	2485	-31.3155
4	2490	-22.7455
4	2495	-15.3133
4	2500	-8.58339
4	2505	-3.59937
4	2510	0
5	2020	125.591
5	2025	139.196
5	2030	153.704
5	2035	168.884
5	2040	185.22
5	2045	202.151
5	2050	221.096
5	2055	242.541
5	2060	266.093
5	2065	291.953
5	2070	312.686
5	2075	330.335
5	2080	345.173
5	2085	361.663
5	2090	380.534
5	2095	400.45
5	2100	421.267
5	2105	440.723
5	2110	464.063
5	2115	485.007
5	2120	504.532
5	2125	524.841
5	2130	536.377
5	2135	544.971
