Welfare,DegY1.5°C,DegY2°C,NPV Damages,NPV Abatement,NPV Adaptation,Type,Welfare_val,DegY1.5°C_val,DegY2°C_val,NPV Damages_val,NPV Abatement_val,NPV Adaptation_val
-506964.6724560167,,,,,,SO,-508340.76236777287,0.825,74.51197519476005,391.85011991083996,68.3177046249391,47.11950033292237
-504342.8992114886,0.56,24.658388958134488,332.1938689206727,139.04118139963447,45.14043671919171,SO,-464491.25165352755,0.665,49.86966440699943,340.6937606479685,218.942789837234,42.8260348169452
-502032.7439503283,0.59,31.51558992635678,299.93744777319705,89.43514740480539,49.39538674060253,SO,-499807.09746893944,0.669,47.91243438529972,337.3774767046787,133.79780850957886,52.56288968561415
-503513.41205378994,0.56,24.986813296708046,305.43849284224103,117.53336467177482,64.8827561346102,SO,-478513.9427117922,0.657,48.65586665610112,333.8635764476595,199.55017905921605,64.33621548905316
-501112.414454955,0.6,39.57070431449874,279.9575909252993,79.8361400947858,123.43103064735962,SO,-497559.7803455591,0.712,57.9813833327673,323.27310270717095,126.18169951031956,127.37539808256348
-504000.22904153966,0.6,37.68567583411491,319.9011441477808,79.55365948353605,51.99026702153547,SO,-503860.45455622126,0.719,53.68648908525112,357.78781801139417,120.05996509941829,56.41861935143423
-503961.11409604864,0.61,33.95338732161938,308.9765653772463,79.79051915324335,65.36542108428264,SO,-504753.2670387725,0.698,49.7919895752968,352.13236785394827,116.45756706620467,69.59341076659024
-503668.03080976754,0.59,29.680785295624105,337.6887406810527,97.6150831832677,37.63505810494681,SO,-500619.9617790042,0.667,46.78675972584206,371.4848175887537,140.63079828335057,38.220488450794974
-502393.7665515592,0.6,34.362179991701694,289.83088260960767,79.87263297201835,78.23267049099279,SO,-503271.6900369305,0.702,50.61960905601447,332.97110420294234,114.28529007484059,81.35582947337922
-503380.1005044744,0.57,29.415414306744296,289.9092025736025,111.13134836540812,63.74722940786896,SO,-481072.165163652,0.656,50.272864070567735,315.57476909200733,194.44623856466464,66.72335880021743
-500923.41321167984,0.6,34.40623832031834,299.749336264263,88.7531042769478,38.27609405133002,SO,-500535.56306808855,0.681,50.009624561791185,337.3910597244917,128.14246115424146,40.96514435301364
-500350.1433422084,0.58,33.913114471855124,269.92855420502394,88.32550232212094,93.72216883850776,SO,-492950.05330638855,0.668,52.82055884736929,310.8589476965016,148.9936219837788,98.69874561791339
-501606.5232218966,0.58,29.522238948140835,279.97056013334685,89.91812241079754,73.8737010772922,SO,-494257.8133177023,0.663,47.83886126337708,318.28817958261857,151.33951313755495,76.12366331988888
-502124.3288087689,0.54,28.205059646788538,289.8852901714718,107.40016696122748,54.19610638822521,SO,-476799.2231346605,0.654,51.96886421668393,314.18802549040635,199.70437486735284,53.98488349005642
-500093.2723206656,0.62,42.669649841559085,289.7693449256245,69.72887779731967,90.1626799299535,SO,-501642.6123932259,0.736,57.256526943183125,332.0155367610152,92.00005758885328,92.22239906989915
-502759.99799769215,0.54,27.848415917429776,307.5356569355943,109.7491517802146,47.944611613285176,SO,-482503.96800429304,0.659,50.44637518475472,337.32610508110685,193.2403051872833,48.096009944855595
-503380.60887331376,0.6,33.855562110452794,308.3116730333001,79.51929173836285,57.26716018078683,SO,-502129.23799943604,0.703,51.45924358996137,348.7325150344313,122.02618784748664,61.99456546734874
-504143.29262273846,0.6,33.569371218186355,309.4513082505129,85.27004400537697,54.86138257390749,SO,-502705.2230957805,0.681,49.180200032907095,346.7346690267753,128.28331798629048,59.59692949629974
-503286.32895948266,0.61,43.59615014844169,319.7985863491211,69.6338329518649,54.920823799066056,SO,-505049.7917176843,0.74,59.19057795692383,356.18492380970065,93.50570312040232,57.30366492203232
-503664.22468778846,0.57,29.05027823200152,329.48768646686244,144.0547842473102,38.477457533781255,SO,-486730.8352198908,0.657,50.301754741437556,352.222203418841,180.6083855911632,37.8372042713844
-504184.4035834966,0.64,43.6178222745743,319.7186472926712,69.86586160510835,68.84759308028883,SO,-505452.7172447545,0.744,57.94183119114157,356.9212887608543,93.40487401562497,72.63613139762072
