,gtemp,damages
360,15.71007386111113,0.18770850753115476
361,14.186606111111136,0.0
362,14.275371847222246,0.00037380628458505427
363,14.364137583333358,0.0013734613480297364
364,14.452903319444468,0.00353110655684985
365,14.541669055555579,0.007257258401157429
366,14.63043479166669,0.012906663731310886
367,14.7192005277778,0.02068501654932986
368,14.807966263888911,0.03066447968676933
369,14.896732000000023,0.042764391191530304
370,14.985497736111133,0.05673186782786188
371,15.074263472222244,0.07208132770150277
372,15.163029208333356,0.08837975176390755
373,15.251794944444466,0.1051839334773843
374,15.340560680555576,0.12211806681372916
375,15.429326416666687,0.13877301624091976
376,15.518092152777799,0.15470984215141825
377,15.606857888888909,0.16942267437593472
378,15.69562362500002,0.18233672785537947
379,15.784389361111131,0.19337040748419765
380,14.186606111111136,0.0
381,14.279500486111136,0.0003846913195260093
382,14.372394861111134,0.0014331869481308823
383,14.465289236111134,0.0036964024347265756
384,14.558183611111135,0.007603055276022563
385,14.651077986111135,0.013521217362096216
386,14.743972361111133,0.021660477623034247
387,14.836866736111133,0.03208845864572263
388,14.929761111111134,0.044711073462276096
389,15.022655486111134,0.059252886367342494
390,15.115549861111132,0.07519519762664328
391,15.208444236111132,0.09207517472390903
392,15.301338611111133,0.1094216069434667
393,15.394232986111131,0.12683322570188216
394,15.487127361111131,0.14387108443716534
395,15.580021736111132,0.16007856277058885
396,15.672916111111132,0.17493459836467895
397,15.765810486111132,0.18790167071682518
398,15.85870486111113,0.1988726821964517
399,14.186606111111136,0.0
400,14.283629125000024,0.00039560386407999637
401,14.380652138888912,0.0014931445171573188
402,14.4776751527778,0.003862397472433332
403,14.57469816666669,0.007950205499274832
404,14.67172118055558,0.014137682513846617
405,14.768744194444468,0.02263782128026237
406,14.865767208333356,0.03351304683078915
407,14.962790222222244,0.04665508282751163
408,15.059813236111133,0.061765147757856353
409,15.15683625000002,0.07829074103241684
410,15.253859263888911,0.09573870235189141
411,15.3508822777778,0.11360957531468852
412,15.447905291666688,0.13147251644789715
413,15.544928305555576,0.14886496127854076
414,15.641951319444464,0.16531485552474123
415,15.738974333333353,0.18032415090618847
416,15.835997347222243,0.19334344463365005
417,15.933020361111131,0.2042254837484121
418,14.186606111111136,0.0
419,14.287757763888914,0.0004065439178092545
420,14.38890941666669,0.0015533329241227412
421,14.490061069444469,0.004029090345294195
422,14.591212722222245,0.008298707300928743
423,14.692364375000023,0.014756057076358298
424,14.7935160277778,0.023617047335041108
425,14.894667680555578,0.034938254132094504
426,14.995819333333355,0.04859645936919321
427,15.096970986111133,0.06426876270240633
428,15.198122638888911,0.0813682095225049
429,15.299274291666688,0.09937083151679549
430,15.400425944444466,0.11774669068539134
431,15.501577597222242,0.13603646454324503
432,15.60272925000002,0.1537585564424212
433,15.703880902777797,0.17045941634302186
434,15.805032555555576,0.18563591259369072
435,15.906184208333352,0.19867888445548232
436,16.00733586111113,0.2094508453723336
437,14.186606111111136,0.0
438,14.291886402777802,0.0004175114802740243
439,14.397166694444469,0.0016137521457866288
440,14.502446986111135,0.00419648087162916
441,14.607727277777801,0.00864856006402781
442,14.713007569444468,0.015376340089452434
443,14.818287861111134,0.02459815673693666
444,14.9235681527778,0.03636409153562281
445,15.028848444444467,0.05053524413781818
446,15.134128736111133,0.06676384246864497
447,15.2394090277778,0.084427854138033
448,15.344689319444466,0.1029718701861454
449,15.449969611111133,0.12183305665384381
450,15.555249902777799,0.14052718090514926
451,15.660530194444465,0.15859653557755493
452,15.765810486111132,0.17556932417825344
453,15.871090777777798,0.19088514384284927
454,15.976371069444465,0.20393128373109515
455,16.08165136111113,0.21457350432082778
456,14.186606111111136,0.0
457,14.29601504166669,0.00042850655103443547
458,14.405423972222247,0.0016744021587599134
459,14.514832902777801,0.004364568868236551
460,14.624241833333357,0.008999763164921792
461,14.733650763888912,0.01599853057490963
462,14.843059694444467,0.02558115039869524
463,14.952468625000023,0.03779056995354113
464,15.061877555555578,0.05247147799624663
465,15.171286486111132,0.06925049775919956
466,15.280695416666688,0.08746992426889011
467,15.390104347222243,0.10654122936984844
468,15.4995132777778,0.12586881069532352
469,15.608922208333354,0.14496060498878127
470,15.718331138888908,0.16338302405338978
471,15.827740069444465,0.18060104518196074
472,15.93714900000002,0.19603231728428683
473,16.046557930555576,0.209061781513891
474,16.15596686111113,0.21955614871877893
475,14.186606111111136,0.0
476,14.30014368055558,0.0004395291296479531
477,14.413681250000025,0.0017352829395113067
478,14.527218819444467,0.004533354150389912
479,14.640756388888912,0.00935231597327224
480,14.754293958333356,0.016622627536439505
481,14.8678315277778,0.026566029196006147
482,14.981369097222245,0.03921770022312965
483,15.094906666666688,0.054405201616373855
484,15.208444236111132,0.07172883870406499
485,15.321981805555577,0.09049460908889795
486,15.435519375000021,0.11007889352122235
487,15.549056944444466,0.12985524861026
488,15.662594513888909,0.1493480433322597
489,15.776132083333353,0.16810873539724847
490,15.889669652777798,0.18554498658370655
491,16.00320722222224,0.2010723260872448
