,TCR,ECS,TYPE,TCR [°C],ECS [°C]
138,1.8000084817690607,3.492160876022421,FAIR,,
139,1.4021766630122052,2.574017375244438,FAIR,,
140,1.6122462321726172,2.5729650046487973,FAIR,,
141,2.0816113675596983,3.6797514025435554,FAIR,,
142,1.6576887944259473,3.3188811192178083,FAIR,,
143,1.3987161870403542,2.2786042678988974,FAIR,,
144,1.6769849402646342,2.490520249472499,FAIR,,
145,1.9969298483558855,3.247538114008022,FAIR,,
146,1.5508937016982738,3.300175485601508,FAIR,,
147,1.6769096745318461,3.277212899300617,FAIR,,
148,1.2979680567403726,2.940018935553387,FAIR,,
149,2.290455451339342,3.7597935179915822,FAIR,,
150,1.22299324251894,2.2763310339575438,FAIR,,
151,1.6428777206890142,3.2384953906523144,FAIR,,
152,2.396742511309993,4.339651526615277,FAIR,,
153,1.366527418881442,2.5581248202758844,FAIR,,
154,2.7558444927779093,4.57575838348652,FAIR,,
155,1.6773962435914196,2.6712122294119074,FAIR,,
156,1.353980563567002,2.4448946674190495,FAIR,,
157,1.9248337210696917,3.011643887054514,FAIR,,
158,1.8002967960480007,3.1529658254003414,FAIR,,
159,1.5701176827356078,2.561162106004077,FAIR,,
160,1.8543574572981527,2.8327538437654183,FAIR,,
161,1.8028641861458414,2.9632634402707327,FAIR,,
162,1.5645972376841732,2.7065623228214455,FAIR,,
163,2.311506552464983,3.750544513982186,FAIR,,
164,2.0636019893768807,4.123743311514101,FAIR,,
165,1.7725953508558707,2.5380857709289195,FAIR,,
166,1.8370323887919928,3.0172591825629,FAIR,,
167,1.4633115802703196,2.7330230839953296,FAIR,,
168,1.6299712481394684,2.1737238845573086,FAIR,,
169,1.923365419598526,2.9106859523652253,FAIR,,
170,1.3819065091021743,2.165873711542242,FAIR,,
171,1.4837040103582613,2.518868459911749,FAIR,,
172,1.5028984279014754,2.2921420805318027,FAIR,,
173,1.3203706913476518,2.212107191154579,FAIR,,
174,1.1337520132796501,1.9742107117043184,FAIR,,
175,1.7592225387407954,2.4645557551587425,FAIR,,
176,2.425430448513553,4.291545312696608,FAIR,,
177,1.481431911808118,2.814857401596989,FAIR,,
178,1.9271272205634227,3.649263089824804,FAIR,,
179,2.498876060852293,4.435867044922443,FAIR,,
180,1.6154161680175798,3.305940139435744,FAIR,,
181,1.4233981392070887,2.7980274893359907,FAIR,,
182,1.6589182367211823,2.920245337271741,FAIR,,
183,3.0661920540531717,4.4257347141692325,FAIR,,
184,1.513360916394948,3.1329805868077925,FAIR,,
185,1.7763940719665643,3.3430026085816307,FAIR,,
186,2.41804543553192,3.6975137909795213,FAIR,,
187,1.2739811056027843,2.7278804137074464,FAIR,,
188,1.580879225779932,3.0265460669709947,FAIR,,
189,1.514556071510629,2.257298618938764,FAIR,,
190,1.3059841365575162,2.185420623014437,FAIR,,
191,1.523818526354998,2.5021932938976237,FAIR,,
192,1.7189495445906304,2.239519513959076,FAIR,,
193,1.7632186794102316,2.877814195415064,FAIR,,
194,1.054186494321398,1.9583256231534538,FAIR,,
195,1.607573646676016,3.89602006755974,FAIR,,
196,1.9061030333930158,3.1474276418432803,FAIR,,
197,2.23844167741054,3.4852047086082543,FAIR,,
198,1.7675021244781577,2.2131109209048674,FAIR,,
199,1.4630741534488543,2.0833009936297673,FAIR,,
200,2.4884827397600535,4.591549195559068,FAIR,,
201,1.4204560740117524,3.259966418889267,FAIR,,
202,1.7803856594606,3.086481497817878,FAIR,,
203,2.168053022702214,5.443364480322047,FAIR,,
204,2.662762861146458,5.568002681086877,FAIR,,
205,2.0496612198003867,2.940609173172954,FAIR,,
206,1.8882551541303882,4.018961334051082,FAIR,,
207,1.87856982157903,3.429660028537823,FAIR,,
208,1.7633487789142652,3.5953491088271354,FAIR,,
209,1.6852683450758195,3.153001061233741,FAIR,,
210,2.136685491780564,4.708033208656113,FAIR,,
211,1.414352473919812,2.47000208073794,FAIR,,
212,1.9837815227850761,4.334904123114972,FAIR,,
213,2.6112029959569427,4.891270550541716,FAIR,,
214,2.283066524558744,3.4099685103027157,FAIR,,
215,1.9154910924267972,3.5802343480384864,FAIR,,
216,1.6150796995694805,2.88826025701841,FAIR,,
217,1.6335730848088543,2.8600191623889377,FAIR,,
218,1.7443866668398837,3.226070723083602,FAIR,,
219,1.7546366454104942,3.0496012704141076,FAIR,,
220,2.549876123519619,4.421854286207185,FAIR,,
221,2.2856363893482405,4.462690749974619,FAIR,,
222,1.7789459207328568,3.118765883499972,FAIR,,
223,2.522532728478326,4.286655547050895,FAIR,,
224,2.518097145718326,3.8817110097770096,FAIR,,
225,1.4359848726943303,2.131650160799482,FAIR,,
226,1.8346155155191743,3.1043276345306947,FAIR,,
227,1.9254055043592506,4.334024260423146,FAIR,,
228,1.7784015636756845,3.4216683886414727,FAIR,,
229,2.430264655953206,4.7699413785920255,FAIR,,
230,1.7632276093668742,3.379852104583384,FAIR,,
231,1.1562715463044861,1.8438185053841216,FAIR,,
232,2.266445379530682,4.331091706273538,FAIR,,
233,2.273274169988277,4.490852402563078,FAIR,,
234,1.4218519540679848,2.841247566967134,FAIR,,
235,1.5240383957102266,2.892546736008191,FAIR,,
236,1.2411150565061346,2.127998654232549,FAIR,,
237,1.4772306704862037,2.67951561915695,FAIR,,
238,1.1523756553659164,2.590850887823558,FAIR,,
239,1.4198681398715793,2.88890255369897,FAIR,,
240,2.0374150896966894,3.067593558341663,FAIR,,
241,2.425616709338831,3.854794289581066,FAIR,,
242,2.4076003357573503,4.151001796198435,FAIR,,
243,1.8676395286592238,3.5974421972685975,FAIR,,
244,2.3975089783456482,3.401303593516044,FAIR,,
245,1.054509520090534,1.8720985961362508,FAIR,,
246,1.765170365616608,3.4943651644068314,FAIR,,
247,2.162449445353796,3.2919058487644755,FAIR,,
248,1.3416451496412036,2.3966423239295342,FAIR,,
249,1.9023881996509933,3.369392660204818,FAIR,,
250,1.9486347371339419,2.717125044199793,FAIR,,
251,1.4947889109196237,2.787914591994959,FAIR,,
252,2.0583789443242098,4.651251781450617,FAIR,,
253,2.4039624910548345,3.9374970915215552,FAIR,,
254,1.2577374656061082,2.477663907531063,FAIR,,
255,1.8737800265840447,2.6190803446335744,FAIR,,
256,1.4052556698845065,2.2261688657559433,FAIR,,
257,2.108303026932347,2.8555277248656656,FAIR,,
258,1.4168078915566047,2.771930914476767,FAIR,,
259,1.7990142316476738,2.8333459695559684,FAIR,,
260,1.6042329359335386,2.697583519580005,FAIR,,
261,1.9452042941758905,3.3279947668269534,FAIR,,
262,2.058113506689087,3.3756801366090645,FAIR,,
263,2.2702138648985666,3.6012188664402816,FAIR,,
264,1.797307466021118,3.119448030245029,FAIR,,
265,1.0307269514962911,1.6493691807924893,FAIR,,
266,1.4785860425413606,2.8829075652691856,FAIR,,
267,2.1892970218884327,3.8927142351718222,FAIR,,
268,1.5719204508074656,2.7556493843372367,FAIR,,
269,1.9302754809556288,4.227521124361979,FAIR,,
270,2.0835748027393994,3.3209160083800717,FAIR,,
271,1.9284467524661122,3.1470953276907276,FAIR,,
272,1.6319158618608958,3.0881808392257906,FAIR,,
273,2.3048797532985916,3.7160903248979253,FAIR,,
274,2.2611472749213997,4.483329510701887,FAIR,,
275,1.603510946525478,2.69300074610008,FAIR,,
276,2.0231430564827266,3.2098712267788705,FAIR,,
277,1.5923258345795352,3.022698887140932,FAIR,,
278,1.7401484196547066,3.541287509267228,FAIR,,
279,1.0814350887771313,1.873752362263536,FAIR,,
280,1.319337122911432,1.9634019910932865,FAIR,,
281,1.7814827532067845,2.6947066374852477,FAIR,,
282,2.2230551476828557,3.200947403737564,FAIR,,
283,2.3270519295271073,4.806041311046913,FAIR,,
284,1.9035335591298288,3.2294651945462314,FAIR,,
285,1.8899369857347728,3.1215718817739724,FAIR,,
286,1.6859568488902419,3.029876405658883,FAIR,,
287,1.355348384346175,1.8677597622877897,FAIR,,
288,2.7104933382003473,4.577438891650823,FAIR,,
289,1.8178907629099978,3.4428407160121197,FAIR,,
290,1.7663489033304105,2.5982396884685377,FAIR,,
291,1.8257915945964491,3.3755243737087306,FAIR,,
292,1.638778459915377,2.6930610594345867,FAIR,,
293,1.218843962140118,1.7642853767524174,FAIR,,
294,2.0540738275864148,2.8422473059570303,FAIR,,
295,1.6707170150740844,3.0877880644278544,FAIR,,
296,2.0698248664563232,4.021729122928682,FAIR,,
297,1.687733892627488,3.0082030561763298,FAIR,,
298,1.8668067010086196,3.9564336004677982,FAIR,,
299,1.9388960266941593,2.7399901988322184,FAIR,,
300,2.0474308056618247,2.496233761951012,FAIR,,
301,1.8561983137113856,2.616276077404123,FAIR,,
302,2.126910048608901,4.149499706719975,FAIR,,
303,2.0393264196448317,3.154928281933785,FAIR,,
304,1.5850791798217687,2.3341572042571346,FAIR,,
305,2.476029199248968,3.353195211818068,FAIR,,
306,2.0309863712045892,3.5084470394357843,FAIR,,
307,1.7110985814613828,3.01154947693752,FAIR,,
308,1.531457960332014,2.414442938746563,FAIR,,
309,1.5871790508549375,2.724894326171167,FAIR,,
310,1.4132802649581888,2.3129965308432796,FAIR,,
311,1.584260512555497,2.2271658934719416,FAIR,,
312,1.7655235860395933,2.8743522573790576,FAIR,,
313,1.7815340990226762,3.9700376336728778,FAIR,,
314,2.860322086198238,5.040847086575216,FAIR,,
315,1.891801009949214,3.073789122938775,FAIR,,
316,1.8407352756889044,2.4509096377334387,FAIR,,
317,2.0327342565416986,3.36687694143635,FAIR,,
318,1.9935557028916115,3.2843192539326442,FAIR,,
319,2.08497566104684,3.07705352554752,FAIR,,
320,2.829593759302035,4.993787803925058,FAIR,,
321,2.3830315179662827,3.9654838599266022,FAIR,,
322,1.9309202788810889,3.7050478919445236,FAIR,,
323,1.776583128440754,2.822300618629241,FAIR,,
324,1.2311269119701778,2.2200736534901306,FAIR,,
325,2.1702487402361275,4.1893824390932926,FAIR,,
326,1.9923119619011993,3.4586543641327077,FAIR,,
327,1.8855173086268047,4.210603178569321,FAIR,,
328,1.871373531186972,3.9691903604218117,FAIR,,
329,1.4486513025495167,2.6171136943166453,FAIR,,
330,1.5388914370884228,2.644642345578143,FAIR,,
331,1.4970052183496059,3.1759259847946204,FAIR,,
332,2.100800384898326,3.3442443287863832,FAIR,,
333,1.743608156659874,2.62486182545118,FAIR,,
334,2.115536963043416,3.661941779625567,FAIR,,
335,1.8847949688763361,2.530001391415477,FAIR,,
336,1.498540865617131,2.787797081938602,FAIR,,
337,1.7352670544113038,2.7840963988412843,FAIR,,
338,1.494678133196843,2.8608813178079733,FAIR,,
339,1.377910805359603,2.438838718473391,FAIR,,
340,1.690419415054972,2.457581975426947,FAIR,,
341,1.7222824409634154,3.157081636321017,FAIR,,
342,2.006805927639007,3.345305698429832,FAIR,,
343,1.6306599803262174,2.8221421517794423,FAIR,,
344,2.2424023739328547,3.478118393064278,FAIR,,
345,1.5199658298092202,2.79408661497136,FAIR,,
346,1.7408539096623434,2.7490671434346843,FAIR,,
347,1.6807512968763187,2.8882224771223934,FAIR,,
348,1.642245855206227,2.9970228392898033,FAIR,,
349,2.1654593411894747,4.1306051789434095,FAIR,,
350,1.6566549052605875,3.0209892304147745,FAIR,,
351,2.0063048037165916,3.3372518735746124,FAIR,,
352,2.2328491936697614,4.891268601364291,FAIR,,
353,2.5920804604706165,4.308618056876071,FAIR,,
354,1.553984606914844,2.147698731744391,FAIR,,
355,1.9850237682821814,3.7067898582610166,FAIR,,
356,1.6553870144781457,2.5836626266519724,FAIR,,
357,2.432649693124239,3.86870676519959,FAIR,,
358,1.9412093084620703,3.328793805625288,FAIR,,
359,1.5004695713403253,2.605470769044399,FAIR,,
360,2.280748005416542,3.6076335669064514,FAIR,,
361,1.918802679604901,3.346108000727387,FAIR,,
362,2.315043653127119,4.024862791521555,FAIR,,
363,1.8920590261178114,3.825503685501237,FAIR,,
364,1.761913000195576,3.628857518377244,FAIR,,
365,1.9264366652425218,3.9430377242902463,FAIR,,
366,1.8670221668288216,2.607790990955942,FAIR,,
367,2.482177819354257,3.947103148804155,FAIR,,
368,1.4011459970693143,2.033206179382735,FAIR,,
369,1.7817268155705044,4.489269285127756,FAIR,,
370,2.676374692072675,5.1768196544906075,FAIR,,
371,1.510347926399342,2.5758969887987244,FAIR,,
372,1.721219036118153,2.7304751872146418,FAIR,,
373,1.9321548364076369,3.2784954219769666,FAIR,,
374,1.8426561358135014,3.483728833750955,FAIR,,
375,1.5848719574370733,2.7685229403007723,FAIR,,
376,1.9810788334535026,3.742065250385399,FAIR,,
377,1.5847960493999784,2.5309650400479966,FAIR,,
378,2.5548642669533628,5.270349818586888,FAIR,,
379,2.5049881278954413,4.317470495013208,FAIR,,
380,1.8100567010631696,3.0728097123162823,FAIR,,
381,1.8662853199603366,3.6805672839128745,FAIR,,
382,1.6426644745342112,2.965234800428651,FAIR,,
383,2.0523747270175394,3.399673409777076,FAIR,,
384,1.599189243255284,3.2908795202823526,FAIR,,
385,1.3685168689773743,3.1315901152072296,FAIR,,
386,1.936232754160744,3.5734183779033164,FAIR,,
387,3.1027043120091005,5.014755762068084,FAIR,,
388,1.4078738371519801,2.586704549043403,FAIR,,
389,2.0093334936099185,3.460873915429299,FAIR,,
390,1.4286806390633846,2.649189140579855,FAIR,,
391,1.3789970545926644,2.079475162619027,FAIR,,
392,1.5662677900387005,2.74795193876208,FAIR,,
393,1.697312631237086,3.105596497514977,FAIR,,
394,1.458478782780391,3.2756973921986843,FAIR,,
395,1.1515891659875435,1.9651488828308608,FAIR,,
396,1.6347761337292248,2.2982873877101344,FAIR,,
397,2.0093788585963215,3.1522665702820216,FAIR,,
398,2.7577390461239784,4.675594021015263,FAIR,,
399,1.8433639972160623,3.157031041603201,FAIR,,
400,1.8230310318878846,2.707398375922557,FAIR,,
401,2.055710862303236,3.6119251895227884,FAIR,,
402,2.9680464198872376,4.22380703034439,FAIR,,
403,1.981624542036118,2.820399820140493,FAIR,,
404,1.453444201371164,3.0741095767731084,FAIR,,
405,1.878388840114956,3.091293298075591,FAIR,,
406,1.5655119393337826,3.163378261387819,FAIR,,
407,2.0032377993836934,3.9833909008433976,FAIR,,
408,1.4982201061746208,2.671018580808661,FAIR,,
409,1.8295722873174765,3.6848121150625275,FAIR,,
410,1.839778151178081,3.8919706851768328,FAIR,,
411,1.868683250916262,2.8073959805276267,FAIR,,
412,2.2306952867836545,4.053575925264577,FAIR,,
413,2.579475451865451,5.026294306837205,FAIR,,
414,2.3013324665360675,4.157245380669543,FAIR,,
415,2.0882034908529876,3.3115535299982057,FAIR,,
416,1.8677167676423911,2.252160439354031,FAIR,,
417,1.690029993551153,3.2165620928516456,FAIR,,
418,1.9426586084741537,4.068474518951332,FAIR,,
419,2.059897395457701,3.6845933507860305,FAIR,,
420,1.7440171466529448,2.8709337088935407,FAIR,,
421,1.8386961431099638,3.242266776527612,FAIR,,
422,1.6152169941409895,3.0829086159787935,FAIR,,
423,1.8495856133556712,3.2094518353738137,FAIR,,
424,2.0395452575752597,2.7921670525616595,FAIR,,
425,1.717764743589138,3.043545249461566,FAIR,,
426,1.6915420943337582,3.9963949429682657,FAIR,,
427,1.3839073569102165,2.531361491493388,FAIR,,
428,1.4000834653135132,3.015793261303803,FAIR,,
429,2.4558912071563914,5.398421503315906,FAIR,,
430,1.693448586384826,3.155824765277608,FAIR,,
431,2.049369529982302,4.073845393623373,FAIR,,
432,1.6547350035277866,2.8559467762688375,FAIR,,
433,1.8001443773249663,3.9637272528042136,FAIR,,
434,1.9608115915975297,4.137203275053455,FAIR,,
435,1.6968791765379179,2.743209476702309,FAIR,,
436,1.5967732249146724,2.7758206364545623,FAIR,,
437,1.8890755110649833,2.8678353663984977,FAIR,,
438,2.1516917379532807,3.070019615102056,FAIR,,
439,1.7594598227414207,2.7535332839217337,FAIR,,
440,1.9227751097098933,3.3574151252461366,FAIR,,
441,2.02416213358239,3.964878051742506,FAIR,,
442,1.8246566391315042,4.529325836606112,FAIR,,
443,1.3880291772593853,3.1612281762343732,FAIR,,
444,1.4284191302255242,2.504662406672678,FAIR,,
445,2.609798469098432,4.261496765712659,FAIR,,
446,1.7213263176582896,3.1326507965062698,FAIR,,
447,2.347052517618928,3.656354905976759,FAIR,,
448,2.0659793673370372,3.709127113102056,FAIR,,
449,2.0762373917026187,3.023173081422579,FAIR,,
450,1.5985509342346482,2.3844576960338375,FAIR,,
451,2.060825167489736,3.1215164705416787,FAIR,,
452,0.9990081938612322,1.690368627719821,FAIR,,
453,1.7138069483340594,3.634301816330675,FAIR,,
454,1.363950083309864,2.119068168349717,FAIR,,
455,2.0108650504909598,3.114502479696679,FAIR,,
456,2.2518269228084433,4.122002477149653,FAIR,,
457,2.457417962270122,4.522962436960307,FAIR,,
458,2.1029478272555098,3.9881238228800937,FAIR,,
459,1.9548710835370302,3.516502131295118,FAIR,,
460,1.5434851569988277,2.770827679241422,FAIR,,
461,1.3768837037598303,2.378133760470304,FAIR,,
462,2.217875135097709,3.6036788452362014,FAIR,,
463,1.7990245743818338,4.26437783172158,FAIR,,
464,1.673625387021908,3.3838661569754533,FAIR,,
465,1.498713615999282,2.694187397802684,FAIR,,
466,2.1131694528470693,3.64967543800377,FAIR,,
467,1.8877305018160777,3.31698870357815,FAIR,,
468,1.8512707652490268,3.5609932112066973,FAIR,,
469,1.788340154155059,2.746665557919138,FAIR,,
470,2.2245480828191533,3.562268655797469,FAIR,,
471,1.2377672413208083,1.8950325530790877,FAIR,,
472,1.4327930981037489,2.339528374009746,FAIR,,
473,1.7300451054513066,3.096988115527291,FAIR,,
474,1.3173469815687113,2.5936366489619864,FAIR,,
475,2.187355269859136,3.72125369869085,FAIR,,
476,1.9722708424736406,3.266111532157689,FAIR,,
477,1.829764949262978,3.476920248563197,FAIR,,
478,1.8501081657945546,3.1492413242598687,FAIR,,
479,1.6185751484971416,3.068419627333887,FAIR,,
480,1.8804366647066577,3.913883145580465,FAIR,,
481,1.2930922862713154,2.5012703736840933,FAIR,,
482,1.7919863535810796,3.1521825442503286,FAIR,,
483,2.026828208190165,3.7591629890327565,FAIR,,
484,1.7242674094691128,3.355532085553349,FAIR,,
485,2.0586100538894767,3.3040838322399675,FAIR,,
486,2.4268397030389535,3.735265492581329,FAIR,,
487,2.0941722556375213,3.590042929846043,FAIR,,
488,1.4820619986525234,2.0968499062465167,FAIR,,
489,1.6219398000587248,2.7398883588269722,FAIR,,
490,1.482572200862507,2.4160696101004095,FAIR,,
491,1.7634549749633863,3.0141800365199547,FAIR,,
492,1.7074245554640919,2.8229713750453516,FAIR,,
493,1.5438033814295482,2.668477920660695,FAIR,,
494,1.9769112299291842,3.9606198295670425,FAIR,,
495,2.4755959721303564,3.849126177942415,FAIR,,
496,1.5353918672514781,3.032831349928811,FAIR,,
497,1.5785088794466573,3.1775890393919886,FAIR,,
498,2.2323426089774085,3.9758944341759985,FAIR,,
499,2.0109895552372183,3.3963155315024274,FAIR,,
500,1.4310727968571133,2.819856134741732,FAIR,,
501,1.7078824296939805,3.3347480026231198,FAIR,,
502,1.550352570205868,2.4157984110629003,FAIR,,
503,1.20889809328225,2.201969681976158,FAIR,,
504,1.5765327329265955,2.908030515994615,FAIR,,
505,2.318530898035059,3.530885308945077,FAIR,,
506,1.5026969473327343,2.8535004034311013,FAIR,,
507,1.313209484555898,2.133355787211413,FAIR,,
508,2.2978924098742977,4.020204891978934,FAIR,,
509,1.7782412354592536,2.9253764577893375,FAIR,,
510,1.9095709572720296,3.4058368114499524,FAIR,,
511,1.3537161743422883,2.470440597992127,FAIR,,
512,2.031021006105569,3.55194940430371,FAIR,,
513,1.6012508229298015,2.708750070641626,FAIR,,
514,1.6785731279575953,2.897484554638927,FAIR,,
515,1.9098547149689376,2.911440456544942,FAIR,,
516,1.4433809620858435,2.2401396840422647,FAIR,,
517,2.6840639819584764,4.280474292656505,FAIR,,
518,1.7521042752054492,2.753445056782109,FAIR,,
519,1.6275726059217057,2.5624283734670166,FAIR,,
520,1.1011098288256205,2.4945913842894663,FAIR,,
521,1.2552953597269931,2.2315040723200545,FAIR,,
522,2.153330915136066,3.8743646535408693,FAIR,,
523,2.0345766894466086,3.5859004319713117,FAIR,,
524,1.992517239268964,3.5518321284753807,FAIR,,
525,1.4295350595304996,2.5796388091781486,FAIR,,
526,2.083253383028613,4.363077130834578,FAIR,,
527,1.4661820693779735,2.815577555762675,FAIR,,
528,1.6585567319380126,2.532304543275057,FAIR,,
529,1.8082822361470527,2.6062157793780605,FAIR,,
